Field 1,Parent company,Vendor,Business status,link,Country of origin,Software type,Focus,Twitter,Crunchbase,Website shutdown date,B2B vs B2C,Financials,Last edit
,"""Revalize, Inc."",TA Associates: Global growth private equity firm","Sofon Solutions sofon.com @SofonSoftware @SofonDE Sofon Guided Solutions: Supplier of innovative standard software for Guided Selling. Sofon Deutschland GmbH, Moers, Germany. Sofon B.V., Eindhoven, Nederland. 5-Oct-2021, Revalize revalizesoftware.com @revalize a TA Associates portfolio company, acquired Sofon, a Netherlands-based provider of pricing software. Revalize, Jacksonville, FL, USA (sector-specific revenue operations software for manufacturers, their distributors & their specifiers) announced the expansion of its geographic footprint & solution portfolio through the acquisition of Sofon, Netherlands-based provider of Guided Selling & CPQ (Configure, Price, Quote) software solutions. This combination will expand Revalize’s ability to provide revenue operations & CPQ solutions across industry verticals & geographies.","Active,Acquired",https://www.sofon.com/en/,"Germany,Netherlands",,,https://twitter.com/SofonSoftware,,,B2B,,20 March 2022
158,"""Verb Technology Company, Inc.""","Solofire solofire.com @solofireapp Mobile Sales Enablement Platform Built for Field Based Reps: Share & track your sales & marketing content; the mobile sales enablement solution built for field based reps! Sales Enablement / Sales App: Make Your Sales & Marketing Content the Star. FIND SALES CONTENT: Find videos, brochures, case studies, & more that you can share with customers. Empowers your sales team with immediate access to accurate, approved content created by your marketing team. SHARE SALES CONTENT: Prepare & present a customized agenda with content that you know will fit your client’s needs. You can instantly share files with your prospects via e-mail & text straight from the app. TRACK SALES CONTENT: When you share, you get real-time engagement metrics. As soon as your prospects open your content you get notified so you know your next course of action. Lehi, UT, USA Ascend Certification, LLC – DBA Ascend Software: SoloFire (dba for Ascend Certification, LLC) Sept. 10, 2020, VERB Technology Company, Inc. completed the acquisition of SoloFire. https://www.verb.tech","Active,Acquired",https://solofire.com,USA,,,https://twitter.com/solofireapp,https://www.crunchbase.com/organization/solofire,,B2B,,28 April 2023
,Spekit Inc.,"Spekit spekit.com @spekitapp CHROME EXTENSION: Spekit for Chrome: Access your knowledge & embed your guides, processes & training in any application with a Chrome extension. Digital Adoption & Enablement platform: Accelerate onboarding, productivity & change management by embedding your sales playbooks, tool training & SOPs in the flow of work. Teams use Spekit to learn how to do their job, in their flow of work – with any answer at their fingertips. Digital Adoption + Sales Enablement = Digital Enablement! Empower teams with the knowledge they need to be productive & successful in their roles - from anywhere. Link your playbooks, processes & knowledge to any tool in Chrome. Only 70% of the knowledge learned during training is retained. With knowledge a click away, your users can learn as they go about their daily workflow, with answers accessible from any tool. Denver, CO, USA",Active,https://spekit.com,USA,"Chrome Extension,SaaS","Sales Enablement,training / onboarding",https://twitter.com/spekitapp,https://www.crunchbase.com/organization/spekit-inc,,B2B,https://www.crunchbase.com/organization/spekit-inc,21 April 2023
,"""Spinify, Inc.""","Spinify spinify.com @SpinifyApp Sales Gamification Software used by both Small Business & Enterprises to motivate & drive sales teams. Leveraging Spinify’s Sales Leaderboard & Sales Screens, results in growth, an increase in sales, KPIs exceeded, high levels of employee motivation, & customer satisfaction. We empower sales management & sales leaders with a secret weapon that integrates with all major platforms such as Salesforce, Pipedrive, Hubspot, Google Sheets, Excel, Slack, SQL, Zapier & more. WE HELP SALES TEAMS CRUSH THEIR TARGETS: Motivate & drive your sales team with the gamification software. Gamified competitions: Competitions are easy to setup & maintain. Drive engagement with fun competitions that boost performance. Collaborate & compete: Work together on team based goals & measure progress in real time. Giving real visibility of the task. Coaching tools: Understand teams strengths & weaknesses to create smarter KPIs. Integrate your data: Automation competitions with taking data from almost anywhere. Canada, Toronto. 20-Apr-2023: Sales gamification platform Spinify launched Sidekick, a GPT-enhanced sales gamification & employee engagement platform. The Toronto-based company claims a 27% increase in gamification competitions created since the launch. Sidekick leverages GPT-4, providing sales managers with smarter goals, better insights, & a more personalized experience. It provides customers with 33 recommendations per day to easily design gamification competitions & free up time to focus on other essential tasks. To ensure sales teams are motivated & informed, Sidekick provides customized metrics with real, engaging, & visible data that can be shared on desktops, TVs, Microsoft Teams, etc.",Active,https://spinify.com,Canada,"SaaS,ML",training / onboarding,https://twitter.com/spinifyapp,,,B2B,,21 April 2023
,,"SpinRiot spinriot.com founded in 2012, Portland, Oregon became RISEcx risecx.com","Out of Business,Rebranding",,USA,,,,,,,,20 January 2023
,"""Spotio, Inc.""","Spotio spotio.com @getspotio a field sales enablement solution for sales managers & reps to enable insane productivity, increase sales, & shorten sales cycles. Dallas, TX",Active,https://spotio.com,USA,,,https://twitter.com/getspotio,https://www.crunchbase.com/organization/spotio,,,,22 September 2022
159,DocuSign,"SpringCM springcm.com a DocuSign company @springcm generate, automate & manage your documents & contracts by simplifying business processes so you can close business faster with SpringCM. enterprise-class, on-demand content management. Led by enterprise content management (ECM) industry veterans, SpringCM delivers affordable, easy-to-deploy document management & workflow solutions in a completely Web-based environment. Chicago, IL (DocuSign, Inc. completed its acquisition of SpringCM, a leading cloud-based document generation & contract lifecycle management software company)",Acquired,https://www.docusign.com/products/clm,USA,,,https://twitter.com/springcm,https://www.crunchbase.com/organization/springcm,,,,22 January 2023
,Sprinklr Inc.,"Sprinklr Inc. also known as Demand Media, Inc. sprinklr.com @sprinklr Sprinklr Modern Marketing; CMS. Greater New York Area, East Coast, Northeastern US",Active,https://www.sprinklr.com,USA,,,https://twitter.com/sprinklr,https://www.crunchbase.com/organization/sprinklr,,,,22 January 2023
,Squirro AG also known as Nektoon AG,"Squirro Squirro.com @squirro Do more with data! Boost your client engagement & service levels with the Squirro Insights Engine, combining human intelligence & powerful AI. Delivers real-time context intelligence by combining structured & unstructured data. Harvest content that matters: Revolutionize the way you gather/store/use content that matters. AI-platform – a self-learning system keeping you in the know & recommending what’s next. Extracts & delivers the right insights to you at precisely the right time, automatically. We call it “Augmented Intelligence” because machines augment human intelligence enabling us to make better decisions. Doing more with your data is critical. Forrester calls it the ‘Insights Economy’. Because smart business is about connecting the dots, you develop a deeper understanding of customers, partners, & markets, spot trends & predict anomalies in all of your data – automatically. $6.7M in estimated revenue annually & competes with Sinequa, Attivio, & Expert System. Zürich, Zurich, Switzerland. Squirro AG also known as Nektoon AG","Active,Leaving Sales Enablement market",https://squirro.com,Switzerland,,,https://twitter.com/squirro,https://www.crunchbase.com/organization/squirro,,,,16 March 2022
,,"Stackchat stackchat.com @stackchatapp Building the worlds most sophisticated AI-driven chatbot platform. AI/Chat Assistant. Sydney, New South Wales",Zombie?,https://stackchat.com,Australia,,,https://twitter.com/stackchatapp,https://www.crunchbase.com/organization/stackchat,,,,11 March 2022
